buyer_id,total_transactions,total_amount_spent,on_time_payments,late_payments,bnpl_used,bnpl_default,target
2559,23,1359.8806695936032,8,7,1,0,0
2560,3,4748.404996424654,11,8,1,1,0
2561,6,931.8166412149657,15,6,0,0,1
2562,5,4831.70055635542,13,5,0,0,0
2563,21,172.79500028676858,18,5,1,1,1
2564,27,2457.5158899025437,18,0,0,0,1
2565,5,1733.5024067711577,25,4,1,1,0
2566,1,2300.704728258229,17,7,1,1,1
2567,17,2896.2564370058662,22,5,1,1,1
2568,19,2234.3868742622744,13,0,0,1,0
2569,14,2132.7495664778153,29,4,1,1,0
2570,12,3690.344735525202,3,4,1,0,1
2571,10,3460.7937479236766,29,2,0,1,1
2572,20,4183.029281975654,21,7,1,1,1
2573,21,1324.7990080735283,24,8,0,1,1
2574,18,3086.6896977949114,7,5,0,1,1
2575,24,2967.454448424984,29,5,0,0,1
2576,27,1911.715273276175,12,1,1,0,1
2577,11,2481.6819553231367,4,9,1,0,1
2578,2,1637.5325021980707,24,1,1,0,1
2579,25,795.0375483232275,27,5,1,1,0
2580,18,1147.625932247391,27,7,1,1,1
2581,29,617.0168673658853,26,1,1,1,0
2582,25,3447.040918431608,11,8,1,0,1
2583,7,3337.5642262348424,14,8,1,1,0
2584,24,4757.971220741377,18,3,1,0,0
2585,15,3675.4242268714825,7,3,1,1,1
2586,11,355.0246099050441,5,3,1,1,0
2587,18,4432.801352251876,16,4,1,0,0
2588,23,4327.108298434056,11,7,0,1,0
2589,12,2272.2695717862234,22,1,0,1,0
2590,6,2970.7289475868156,3,4,1,1,1
2591,20,4882.783829115342,16,1,1,1,0
2592,23,2708.2913828560145,11,7,0,1,1
2593,13,4536.07695904284,10,0,0,0,0
2594,20,506.88991326991356,23,6,1,1,0
2595,16,1036.154156672546,23,2,1,1,1
2596,18,2259.699222862457,2,3,1,0,0
2597,10,2965.308360852793,16,7,1,1,1
2598,28,4099.516474127721,17,2,1,1,1
2599,23,4942.484364201616,10,6,0,1,1
2600,8,2005.3723327231705,18,0,1,1,0
2601,18,332.33661708641614,12,8,0,1,0
2602,21,4025.7403661470917,8,5,0,1,1
2603,1,3061.46552350576,27,2,1,0,1
2604,23,1072.8600084541881,26,6,1,0,0
2605,8,2524.6594374449587,3,4,0,1,0
2606,29,3737.3202031152496,27,7,1,1,1
2607,6,3875.0177566363545,20,7,0,1,0
2608,5,2548.1302187939336,24,8,0,1,1
2609,15,1595.5511976314097,3,5,1,1,0
2610,22,4871.338651988618,6,3,1,0,1
2611,15,3350.4767936868147,2,1,1,1,0
2612,2,2100.3638447968638,3,2,0,0,0
2613,1,1474.2697986027968,17,4,0,1,0
2614,23,3682.4046167174542,9,7,0,0,0
2615,23,1286.6988834094618,4,9,1,0,1
2616,26,941.378945971072,22,1,0,0,0
2617,11,2696.1860559141446,23,4,1,0,1
2618,10,1520.9382239562951,2,8,1,1,1
2619,18,3181.635210125714,24,1,0,1,1
2620,18,677.899506883744,28,7,1,1,0
2621,17,3309.2114123798756,9,2,0,1,1
2622,26,1488.1529871887408,14,7,1,1,1
2623,8,101.19037872911238,26,3,1,0,1
2624,15,721.9866826034643,11,3,0,1,1
2625,8,4674.715351391961,2,6,1,0,1
2626,17,4350.037731665253,21,4,0,1,0
2627,12,1244.6842569775606,2,3,1,0,0
2628,27,3914.022332272907,27,6,0,1,0
2629,8,3082.000806552474,5,2,0,0,0
2630,25,4857.43308610436,7,8,1,0,0
2631,14,1930.6677317168896,22,4,1,1,0
2632,4,3439.1570013341393,4,2,0,0,1
2633,1,411.32503987720105,14,1,0,0,1
2634,1,2041.611999400389,2,6,0,1,1
2635,19,4822.706539822084,23,6,0,0,0
2636,16,2741.006284805591,12,4,1,0,1
2637,14,1510.6095663407384,10,3,1,1,1
2638,21,689.3277193301736,25,1,1,0,0
2639,16,3547.2888668894993,1,1,1,0,0
2640,5,3259.7946128056615,19,6,1,0,0
2641,9,1932.2996966584956,23,9,0,0,0
2642,26,4759.612624142588,16,6,0,1,0
2643,28,208.79378364046656,15,3,1,1,1
2644,2,1588.2468729959464,14,3,1,1,1
2645,18,4613.240482867949,9,3,0,1,0
2646,6,1672.5836477652579,29,1,1,1,0
2647,9,1336.038885890335,21,8,1,1,0
2648,1,2717.680008663112,23,0,0,0,0
2649,9,4136.628574610635,15,7,1,0,0
2650,25,605.4191283039692,26,5,1,0,1
2651,16,4720.801477264107,7,9,1,1,1
2652,13,3995.857117787704,4,6,1,1,0
2653,9,988.1262522026045,21,4,0,0,0
2654,21,3588.839009870997,18,5,1,0,0
2655,13,1986.29774092403,8,5,1,1,0
2656,9,2071.2439225739618,12,8,0,0,1
2657,11,3938.1214529504455,15,9,0,1,0
2658,4,4817.645559105587,15,3,0,0,0
2659,2,720.6137769512502,17,4,1,1,0
2660,29,2161.088160706215,2,3,0,0,1
2661,6,2456.613879613087,12,0,0,1,1
2662,14,1943.9279030794883,3,9,1,0,0
2663,4,1879.6267062095026,7,5,0,1,0
2664,6,356.11647105182305,6,4,1,0,1
2665,19,3459.139240756854,14,3,1,0,0
2666,6,2237.450643888222,23,5,1,0,1
2667,2,1054.4896329552412,27,4,0,1,0
2668,18,4098.5641612801355,5,2,1,0,1
2669,13,4032.547665942977,4,1,0,0,1
2670,9,2483.31897763558,15,5,0,1,0
2671,23,1562.4082396240267,7,3,1,0,0
2672,19,3226.6543564026165,3,9,1,0,1
2673,13,1511.945465309275,13,2,0,0,0
2674,11,1256.4388585861889,10,7,1,0,0
2675,1,3679.5218047290005,23,8,0,0,0
2676,24,297.59367463265846,2,6,0,0,0
2677,22,564.3655080695104,12,1,0,0,1
2678,7,133.2620527155899,28,7,0,1,1
2679,25,849.4216137295881,24,4,0,0,1
2680,21,438.0510426812514,28,9,0,1,0
2681,15,4979.431602121601,22,6,1,0,0
2682,1,1515.1688527750389,12,4,0,1,0
2683,12,831.4132620793116,19,1,0,1,0
2684,26,1280.8816641799979,19,3,1,0,1
2685,7,4687.01530054666,21,4,1,1,0
2686,15,2648.785092819539,3,5,0,0,1
2687,21,1887.6086719084988,6,4,0,1,0
2688,19,4379.618143755175,2,9,0,1,1
2689,28,2035.4523256902592,24,0,1,1,0
2690,29,1741.5419927927094,13,0,0,1,1
2691,25,1115.6843604937044,27,2,0,0,0
2692,1,1951.2044371561162,28,8,1,0,1
2693,17,1651.7533444829376,27,1,1,1,0
2694,17,3418.789400560891,9,9,1,1,0
2695,3,1518.955252886563,13,4,0,0,0
2696,12,2928.278757470551,23,8,1,1,0
2697,6,422.87160865666624,14,6,0,1,1
2698,26,1037.3168678129205,19,7,1,0,1
2699,11,2096.2858308956093,11,1,1,1,1
2700,3,4691.051344152607,14,4,0,1,0
2701,8,1948.5347300069075,16,8,0,1,0
2702,14,3353.963193879187,10,0,1,0,0
2703,14,1349.927389864851,20,0,0,1,0
2704,10,722.4645222688355,16,9,0,1,1
2705,2,386.8293403922456,28,7,1,0,1
2706,14,1596.5261428594815,26,1,0,0,1
2707,9,872.539031304849,2,8,0,0,1
2708,3,952.6511952790086,25,9,1,0,1
2709,21,3827.720611096055,16,8,0,0,0
2710,26,177.60654762988366,14,3,0,1,1
2711,8,2833.269616103629,21,1,0,1,1
2712,16,1959.3607649079775,28,2,1,1,1
2713,2,2582.0949995518813,18,9,0,1,1
2714,6,2857.868162351554,26,0,0,1,0
2715,28,1635.501702840663,6,2,0,0,0
2716,21,1546.033414902998,7,4,0,0,0
2717,29,3693.669061741038,13,2,0,0,1
2718,26,4369.25724179367,2,2,1,0,1
2719,25,1043.6499990467867,15,9,0,1,1
2720,12,578.3319266222298,17,5,1,0,0
2721,5,4499.199451320927,13,2,0,1,0
2722,2,1814.4877718722535,7,2,1,1,0
2723,16,2801.455214247789,1,8,0,0,1
2724,5,1861.761408148017,3,1,1,1,0
2725,15,716.4314480956515,20,0,0,0,0
2726,12,2987.7250602438676,18,9,0,0,0
2727,4,2673.190173671185,7,7,0,0,1
2728,15,1094.6684400368663,21,2,0,0,1
2729,11,2314.1583187961614,17,6,1,0,0
2730,16,4005.0427696766646,28,1,0,1,0
2731,23,2993.0879052286678,12,7,0,1,0
2732,6,574.8949026282748,16,8,0,1,0
2733,14,2785.3053364227617,24,7,0,0,1
2734,18,3543.4176665189757,10,7,1,1,1
2735,12,3984.2466883256816,23,7,0,1,0
2736,27,3182.6761353079073,16,6,0,1,0
2737,11,848.0250062498403,20,1,0,0,0
2738,13,3579.849006291787,18,7,0,0,0
2739,21,3418.97504579943,15,4,1,1,0
2740,23,219.69172640910278,23,5,0,1,1
2741,11,2117.5635711921914,11,3,1,1,1
2742,23,1731.4562101156291,18,0,0,1,1
2743,16,3380.119114842853,6,4,1,0,0
2744,15,1159.0654803235116,1,2,1,1,0
2745,21,2995.2724225738666,23,8,0,1,1
2746,28,4574.709212889445,7,3,0,1,0
2747,15,4009.231623822178,12,9,0,0,1
2748,25,4615.142907460999,20,1,0,0,0
2749,4,4894.679237970181,4,3,1,1,1
2750,11,152.28362233019755,10,2,1,0,1
2751,19,3151.43225424964,21,2,1,0,0
2752,15,2122.9130490186417,2,4,1,0,0
2753,4,4313.287002642097,9,0,0,1,0
2754,21,1333.8920398447453,10,4,0,0,1
2755,13,4907.044496663873,20,7,1,1,1
2756,22,3107.1690507643616,11,9,0,0,0
2757,19,3988.333270921272,25,8,1,0,1
2758,2,519.4378088315648,14,0,1,1,1
2759,14,998.9436353184387,3,1,1,1,1
2760,29,3816.177997867596,25,1,0,0,0
2761,4,207.73395799268567,1,5,1,0,1
2762,16,4102.702130879536,7,0,1,1,0
2763,21,168.35019159036614,4,0,1,0,0
2764,20,3319.8823114002394,7,1,0,1,1
2765,14,1888.9602091358488,16,3,0,1,1
2766,27,3096.324778324076,10,1,1,1,0
2767,29,3510.553894246657,15,3,0,0,1
2768,15,1778.1285740128906,16,2,0,0,1
2769,28,629.0159957430942,6,2,0,1,0
2770,3,441.26475196650165,4,8,0,0,0
2771,8,2985.7865105564842,4,7,1,1,1
2772,16,2651.2112332971465,24,9,1,0,1
2773,10,3736.7849446935493,23,8,1,0,0
2774,4,2597.703999019292,4,0,1,0,1
2775,18,2169.9843711513076,27,4,0,0,0
2776,2,2050.6271733575313,22,3,1,1,0
2777,17,229.58982272857057,22,8,0,0,0
2778,13,1744.2302883136201,17,2,1,1,0
2779,4,4882.498771870021,13,4,1,0,0
2780,26,4380.422323512735,2,7,0,1,1
2781,25,1713.9525284676665,20,9,1,0,1
2782,11,2980.1974848252235,6,4,0,1,0
2783,7,4251.75405312392,22,8,1,0,0
2784,12,2262.2442500753364,1,1,1,1,0
2785,10,187.9935323757397,8,5,0,0,0
2786,7,465.10126291133633,18,4,1,0,0
2787,13,2600.9243346086623,29,8,0,0,0
2788,7,4850.2529408118035,21,6,0,1,1
2789,24,3496.726756872452,4,7,1,1,0
2790,17,447.4893380489907,5,6,1,0,0
2791,10,1027.8682913801276,5,9,0,1,1
2792,29,3879.4834017625653,15,9,1,0,1
2793,10,4223.054823785599,10,4,1,0,0
2794,24,3126.7034723240954,8,4,0,0,0
2795,4,3257.673531186101,26,3,0,1,0
2796,20,238.85350687858477,7,1,1,1,0
2797,4,4159.798271949392,12,8,0,0,0
2798,22,3962.5485200370654,25,9,1,1,0
2799,7,1369.272206106401,28,9,1,1,1
2800,22,3572.5159278309843,11,9,1,0,0
2801,1,1152.7875714824906,13,9,0,0,0
2802,12,297.61778915241365,15,2,0,1,1
2803,24,1085.5690586928486,17,2,1,0,0
2804,13,975.2814960960676,22,2,0,0,1
2805,10,1754.9651840007514,22,7,0,1,1
2806,15,2150.4025361597446,18,5,0,1,1
2807,27,2591.8405683387687,27,0,0,1,0
2808,13,2436.093989990808,8,2,0,0,1
2809,23,1426.3055692299179,6,3,1,0,1
2810,22,242.93627601296487,11,1,0,1,0
2811,22,3064.997948962038,29,5,0,1,1
2812,21,2039.1496662520365,26,9,0,0,1
2813,22,1563.4935711989935,9,0,1,1,1
2814,28,4348.011109869511,26,0,1,1,0
2815,9,3759.042208210983,5,7,0,0,1
2816,26,4303.051187024967,7,3,1,0,1
2817,9,2525.415694091059,22,0,0,1,0
2818,15,741.5631354212096,27,6,1,1,1
2819,10,3511.4850369942346,15,8,1,0,0
2820,24,1109.7615216921586,21,9,0,0,1
2821,26,2262.0253785494124,22,6,1,0,0
2822,25,418.5038658495536,4,0,0,0,0
2823,29,4144.011171872614,19,0,0,1,1
2824,10,717.1091411327528,13,0,1,0,1
2825,8,4525.177784541617,1,7,1,0,0
2826,24,4334.72995108163,1,6,1,1,1
2827,16,2376.4555457523056,22,2,0,1,0
2828,17,3747.404201089554,14,2,0,1,1
2829,26,3135.280861708951,9,2,0,0,1
2830,27,4035.0706474549497,24,1,1,1,0
2831,5,2215.844993850969,12,3,1,0,1
2832,4,3950.461572797315,18,6,1,0,1
2833,18,2366.038403619225,9,8,1,1,1
2834,24,4710.73236042969,8,2,0,0,1
2835,19,2483.223294043223,14,9,1,1,0
2836,4,2366.8344324752748,28,6,0,1,0
2837,28,3946.852121661212,9,3,0,0,0
2838,7,4125.730689628106,20,0,0,0,0
2839,10,2816.996660173737,25,4,1,0,1
2840,25,981.0092861258695,2,7,1,1,0
2841,18,2392.0153316921396,29,2,1,1,0
2842,19,4843.555264257424,1,9,1,1,0
2843,4,3789.632345892007,13,3,1,0,1
2844,10,4074.696759007748,25,2,1,1,1
2845,1,260.84494421427667,10,9,1,1,0
2846,23,2392.5113669073835,8,7,1,1,1
2847,18,3268.443554922021,7,9,1,0,1
2848,5,4167.160149777566,29,7,1,0,0
2849,15,341.44090255558024,24,3,1,0,0
2850,17,4276.950539645178,12,1,1,1,0
2851,3,2787.1645900353674,17,2,1,1,1
2852,12,1066.8384558226935,25,2,1,0,0
2853,2,1654.5505606035301,12,3,0,0,1
2854,1,1481.4548035826476,16,1,0,1,1
2855,23,2701.2092680135315,10,1,0,1,0
2856,21,353.25983156454595,27,2,1,1,1
2857,17,876.8271766496252,25,0,0,0,1
2858,22,4082.1959125413337,12,7,1,0,0
2859,16,749.7595546593742,11,5,1,0,1
2860,5,1243.6417203448223,25,2,0,0,1
2861,15,2321.515967460371,29,0,1,1,1
2862,3,2633.8923517553194,14,2,1,1,1
2863,28,3841.6913501093773,22,0,1,1,1
2864,7,2291.92889066432,20,2,1,0,1
2865,11,3970.33664307414,13,3,0,0,0
2866,10,3129.8969045227414,2,5,1,1,0
2867,9,654.18872317673,27,6,0,0,0
2868,14,866.0240481249091,20,6,0,0,0
2869,13,2241.465254703877,7,8,1,1,1
2870,29,2044.758026136294,1,7,0,0,0
2871,25,3743.3669212227433,25,3,1,0,0
2872,25,2945.611985007024,3,5,1,1,0
2873,2,2001.8520969110216,29,0,0,1,0
2874,3,936.7253889068896,29,7,0,1,0
2875,7,1211.5018013949261,20,5,0,0,0
2876,21,2919.954990498389,12,1,1,1,0
2877,18,2174.850144008983,5,7,0,1,0
2878,3,2623.144793417293,12,3,0,0,0
2879,10,936.319432980945,29,8,0,0,0
2880,22,3348.2406364883723,3,3,1,1,0
2881,29,4277.439830194238,20,0,1,1,1
2882,7,1363.903583255813,5,6,0,0,0
2883,9,2508.4197065759504,28,9,0,0,1
2884,17,4880.083912202419,1,4,0,0,0
2885,11,1732.8845286985654,16,9,1,1,0
2886,7,3015.7270901264296,9,4,1,0,1
2887,24,541.9589309811975,10,3,1,1,1
2888,28,3069.4735121492718,29,5,1,1,1
2889,14,539.1956891926277,10,0,1,1,1
2890,19,4800.253633086728,13,2,0,0,1
2891,4,3606.7469951543258,16,6,0,0,1
2892,26,3961.9829618649615,20,7,1,1,1
2893,6,3550.1113677810204,29,8,1,1,0
2894,10,2989.6722767746824,25,0,0,0,1
2895,7,2304.572627318976,4,3,0,1,1
2896,13,4306.029560829206,14,1,0,0,1
2897,14,4788.494770961009,17,1,0,1,1
2898,4,2545.2772472299985,28,0,0,0,0
2899,8,4664.521740860784,5,4,0,1,1
2900,5,2958.331258943736,13,1,0,1,1
2901,1,2738.082515792523,25,3,0,1,1
2902,4,2326.965391481248,3,8,0,0,1
2903,3,1125.5100314975873,5,2,0,0,1
2904,9,118.22633800849003,16,7,0,0,0
2905,8,1283.3805115947002,19,9,1,1,0
2906,1,2597.6435408574694,28,5,1,1,0
2907,27,1961.8037660727875,19,9,1,0,1
2908,6,2297.577617212906,17,4,0,0,1
2909,9,4905.176275863843,18,1,0,0,0
2910,7,1816.3346162797052,18,2,1,1,0
2911,4,2315.696402864529,25,7,1,0,0
2912,13,754.2262016288158,23,8,0,0,0
2913,17,334.99288894123947,8,6,0,1,0
2914,28,3899.506621503224,18,0,0,0,0
2915,2,2896.3475578526954,9,5,1,0,0
2916,28,3827.4535496150856,29,6,0,0,0
2917,5,834.327714544103,19,5,0,0,0
2918,12,2901.9609787951854,10,9,0,0,0
2919,27,1342.8481242727403,29,1,0,1,0
2920,21,1217.5029028100976,2,8,1,0,1
2921,8,156.47746885962775,28,2,1,0,0
2922,6,738.6695454884523,17,5,0,0,1
2923,8,1615.4137463485072,25,5,1,0,1
2924,18,672.7059268956014,24,7,1,1,1
2925,3,4930.706358013594,13,3,0,0,1
2926,22,1612.2999777673583,28,5,1,1,1
2927,12,738.587338841408,11,0,0,0,0
2928,29,1075.503332856993,16,8,0,0,1
2929,26,2979.745818873235,20,8,1,0,0
2930,3,413.8132669374637,7,6,0,1,0
2931,22,4325.927237691669,28,0,0,0,0
2932,6,4811.348428262022,3,2,0,0,0
2933,2,1309.0623612701663,16,4,0,0,1
2934,23,2305.466816095211,19,3,1,0,1
2935,12,208.45881004453565,20,4,0,0,1
2936,2,3239.4801011633854,16,6,1,1,0
2937,6,2128.2376844576856,2,8,1,0,1
2938,17,1423.286483897623,14,0,1,1,0
2939,3,1113.5018420213814,26,4,0,1,1
2940,2,3304.713080527926,20,2,1,1,0
2941,23,2139.463452058341,10,2,1,0,0
2942,20,980.3305162465689,19,1,1,1,1
2943,8,3476.634499285438,24,5,1,0,1
2944,22,2868.854186879799,11,5,1,1,0
2945,12,4307.493069154531,18,2,1,0,1
2946,26,675.6319044948152,11,0,1,0,0
2947,4,3949.7663495278352,9,6,0,0,1
2948,5,3400.232255404569,19,1,0,0,0
2949,13,663.5535904576793,20,7,1,0,0
2950,29,3504.6215763714317,29,2,1,1,0
2951,15,2263.581715511169,10,0,0,0,1
2952,25,4730.425449223631,26,9,1,1,0
2953,23,793.8956180277066,3,8,1,0,0
2954,16,3249.883614997116,3,4,0,0,0
2955,10,1971.7022227684351,24,0,1,0,1
2956,25,4788.391885895301,8,9,1,0,1
2957,23,1716.8769869223547,29,5,1,0,0
2958,16,4814.710956509821,29,9,1,0,1
2959,12,4517.28067039367,6,2,0,0,0
2960,17,1424.877853022216,20,3,1,0,0
2961,16,4037.3547064494956,1,7,1,0,1
2962,12,4978.460588837179,20,4,0,1,0
2963,8,1338.0487106392834,24,5,0,1,0
2964,20,2240.208129684266,6,9,1,1,1
2965,3,2648.885609177122,2,3,1,0,0
2966,16,1545.1625654389352,19,5,1,1,0
2967,13,174.79771426554584,28,2,1,0,1
2968,23,1178.6332965678807,7,9,1,0,0
2969,28,1481.4907332746163,11,0,1,0,0
2970,19,2273.638536459117,11,5,1,1,0
2971,8,938.4021442256692,4,0,0,1,0
2972,22,4378.946347789196,20,9,0,0,1
2973,5,3554.0645503835467,16,2,1,0,0
2974,20,517.4823400423437,5,7,1,1,0
2975,8,3285.453010585664,24,6,1,1,1
2976,24,3302.91673438754,7,7,1,1,1
2977,12,4785.483750853776,25,9,1,1,0
2978,1,114.80226964519011,16,9,1,1,1
2979,25,1314.8690040484553,15,1,0,1,1
2980,21,4646.178248939046,5,9,0,1,0
2981,20,4667.456185451587,1,6,1,1,0
2982,6,3630.873454916123,20,3,1,1,1
2983,22,3852.2402731329457,22,0,1,0,1
2984,18,548.2664938552709,22,2,0,0,0
2985,8,2617.9915904133445,9,4,0,0,0
2986,7,1234.756657316097,26,9,0,0,1
2987,1,987.9684137067246,29,7,1,1,1
2988,21,4070.4861657043293,21,1,0,0,0
2989,16,761.6868697346824,5,1,1,0,1
2990,12,2396.3930212822875,22,7,1,0,1
2991,6,4699.033373971562,27,8,1,1,1
2992,20,1010.5770722701785,6,9,1,1,0
2993,2,4892.167776317349,3,0,0,1,1
2994,29,4972.011130229189,6,1,1,0,1
2995,14,2822.524057943774,8,3,1,0,0
2996,4,933.6994268680738,28,2,0,0,1
2997,1,1648.9139509103886,6,0,1,0,0
2998,23,2180.014880115022,16,3,1,1,0
2999,18,1615.6886993552923,28,1,1,1,0
3000,13,1475.1143413949274,16,9,0,0,0
3001,2,4863.925575160152,27,4,1,0,1
3002,9,851.4876543371537,21,0,1,1,0
3003,21,3693.306752712625,3,7,0,0,1
3004,2,102.01041825195686,17,9,1,1,0
3005,27,3021.2950800716467,21,1,1,1,1
3006,25,4588.120719374857,6,2,1,1,0
3007,9,1510.877061056773,6,2,1,0,1
3008,1,1009.077278762824,22,3,0,1,0
3009,11,3293.2309949042924,19,6,0,0,0
3010,3,3591.7468957621263,20,8,1,0,0
3011,20,3471.3495428647084,15,2,0,1,0
3012,23,1664.6527121047327,19,0,1,0,0
3013,26,1335.7917705807213,2,9,1,0,1
3014,4,4784.002119814017,8,0,0,1,0
3015,18,4624.167590522655,7,5,1,0,0
3016,23,2340.8513884748195,27,4,1,0,1
3017,6,4246.34994415643,8,9,1,0,1
3018,3,2316.3850404080504,13,6,1,0,0
3019,22,2179.506188555301,22,6,0,0,0
3020,11,868.1384432365438,27,2,0,0,0
3021,15,2189.389676810667,15,6,0,0,1
3022,22,2733.3429991390544,12,8,0,0,1
3023,28,210.27120440056368,15,7,0,0,0
3024,5,2276.1537253594915,14,2,1,0,0
3025,20,3928.6454701364814,7,9,0,1,0
3026,10,3432.225676233922,17,4,0,0,1
3027,12,3212.2692454332814,26,7,1,1,0
3028,15,4556.821599342292,5,1,1,0,0
3029,17,188.35684814362705,20,6,1,0,0
3030,10,2829.533172341947,10,9,1,0,0
3031,6,3958.009357207565,19,9,1,1,0
3032,18,2752.5433752362096,18,6,0,0,0
3033,13,1687.088207643858,25,7,0,0,0
3034,3,767.6277689506915,24,0,0,0,1
3035,24,4449.059051899338,10,7,1,0,1
3036,10,2406.7357226992544,2,0,0,1,1
3037,14,4402.764465229937,6,2,1,0,1
3038,6,2970.675399922525,3,8,0,1,1
3039,3,3403.541371413504,19,3,1,0,0
3040,16,4040.879656454405,5,9,0,0,1
3041,7,3329.8621685406583,7,8,0,1,0
3042,20,2050.4687193267946,7,0,1,1,1
3043,14,2616.80358125039,27,7,1,0,0
3044,9,4034.9230709118115,10,2,1,1,1
3045,15,1930.8864522276226,1,6,0,0,1
3046,21,2001.7951381656358,11,1,1,0,0
3047,3,568.8815686842056,23,6,1,0,1
3048,2,4581.463732586563,7,6,1,1,0
3049,27,546.0779432326644,6,8,0,1,0
3050,2,3276.2249694979237,6,1,1,0,1
3051,3,2124.6529461337086,13,7,0,0,1
3052,18,2087.5350122516675,16,4,0,0,1
3053,14,3429.8039992061513,13,9,0,1,0
3054,20,428.7592898864057,2,8,1,1,1
3055,18,3009.1583364620296,19,7,0,0,0
3056,10,3882.9557512645383,19,2,1,0,1
3057,25,4158.242513644312,29,2,1,1,1
3058,2,935.598908029499,19,9,1,1,0
3059,25,4497.353345383051,18,7,0,1,1
3060,29,3315.115850052467,25,8,0,1,1
3061,22,4421.088524021346,6,1,0,0,0
3062,1,2477.8755138399715,2,2,1,1,1
3063,4,2755.9633909762897,19,7,1,1,0
3064,14,4603.287557440489,26,1,0,0,1
3065,1,4509.556762437892,6,7,0,1,1
3066,14,2295.98827950811,20,4,1,1,1
3067,16,1444.6218950148407,23,5,1,0,1
3068,22,2026.5351293648944,22,9,1,0,0
3069,14,2000.0452097957736,15,3,1,0,0
3070,29,1505.6476874156904,6,2,0,0,1
3071,20,1416.0400612315361,28,7,0,1,0
3072,3,4319.208388750625,3,8,1,0,1
3073,3,442.3234113548422,11,7,0,0,0
3074,9,3420.294792288011,8,8,0,1,1
3075,6,946.8182521366163,25,0,1,0,0
3076,25,1788.0788776309098,22,4,1,0,0
3077,13,401.5608672607006,18,6,0,0,0
3078,21,1422.870820591764,17,7,1,1,0
3079,2,3865.2632484744863,19,1,0,1,1
3080,8,4436.575090281567,19,3,1,1,0
3081,21,1185.4830443215985,24,6,0,1,0
3082,2,2371.384412368717,21,4,1,0,0
3083,4,2404.587834892311,17,0,0,1,0
3084,25,4380.5189982226975,27,1,1,1,0
3085,15,3837.7153590914463,4,4,1,0,0
3086,4,2614.0783700034444,7,5,1,1,0
3087,13,3386.66128231169,5,0,1,1,1
3088,28,4252.0397641558975,26,2,1,1,1
3089,12,146.74087472517022,29,5,0,1,1
3090,28,2074.1611521452382,16,5,0,1,0
3091,13,4545.491519657686,6,6,1,0,0
3092,14,3727.5338511353616,14,9,0,0,1
3093,20,2759.922734236966,26,2,0,0,1
3094,18,2695.2581824721537,20,0,1,1,1
3095,29,1804.073478261745,2,6,0,0,0
3096,28,2650.550614843421,25,2,0,0,1
3097,6,3311.377677370921,18,4,0,1,1
3098,29,2149.978888301086,18,3,0,0,0
3099,11,3599.3504173216525,13,0,1,0,1
3100,2,4320.03791357589,28,6,0,1,1
3101,28,857.9557561058198,18,3,0,0,0
3102,23,2312.5804118053798,17,0,0,0,0
3103,19,2099.2984472968974,13,5,0,1,1
3104,19,3468.5775398436676,28,3,1,1,1
3105,5,1324.3505797638538,12,3,0,1,1
3106,19,3237.2294832661537,3,1,1,1,1
3107,2,4399.697284484291,22,0,1,1,0
3108,10,2148.8448389887512,7,2,1,1,0
3109,25,4563.976929898178,1,9,1,1,0
3110,2,4966.502320774044,5,4,1,0,0
3111,11,619.8510447449652,21,8,0,1,0
3112,18,1241.9606211258074,1,6,0,1,0
3113,29,4756.860782262257,4,3,1,0,1
3114,24,4795.805663758795,26,7,1,1,1
3115,15,578.7656493951166,1,3,0,1,1
3116,9,173.49265184796974,13,5,0,1,0
3117,23,889.390113956469,14,0,1,0,1
3118,19,4980.462638573017,15,5,0,0,0
3119,9,981.9981213923656,17,9,0,0,0
3120,3,2562.4832729379136,12,4,1,0,0
3121,21,4257.246859509504,7,1,1,1,0
3122,9,199.96789237221105,23,0,1,0,0
3123,28,3061.9960130664513,19,5,1,0,1
3124,14,1457.4246994611592,23,1,1,0,0
3125,19,4325.441090554685,3,8,0,1,1
3126,7,1488.959631393988,18,8,1,0,0
3127,16,3465.1030293813537,26,0,0,1,1
3128,16,3403.6761989922447,4,4,1,1,1
3129,28,1185.318389412236,26,7,1,1,1
3130,1,270.5160793549156,3,3,1,0,1
3131,4,2105.3229115484464,12,2,1,1,1
3132,4,1517.0464446327614,23,4,1,1,0
3133,7,4063.990973107172,28,4,1,0,1
3134,8,4021.784523431192,12,7,0,0,0
3135,17,2339.417365743865,17,5,1,1,1
3136,5,3071.9099040837727,6,1,1,1,0
3137,7,3060.8716283359336,15,0,0,1,0
3138,28,4153.074927295354,2,2,0,1,0
3139,20,2182.5118292036677,8,1,1,1,1
3140,29,1449.6887309734946,14,3,0,0,0
3141,20,1398.6710988886825,5,2,0,1,1
3142,4,2727.3421684828004,3,8,1,1,0
3143,28,2300.8261933878416,10,4,1,0,1
3144,6,2256.5917778261874,7,3,0,1,0
3145,7,546.5729615395654,11,9,1,1,1
3146,18,3621.1583293819585,15,8,0,1,0
3147,5,1147.3097711113624,2,3,0,0,0
3148,20,1065.0727880227346,5,5,0,1,0
3149,29,2122.515769359228,11,9,0,0,1
3150,3,1216.113873927227,8,0,1,0,0
3151,7,2960.9055098092754,13,1,1,0,0
3152,27,1920.1703627389104,11,3,1,1,0
3153,28,2299.6674407046717,17,8,1,0,0
3154,22,2732.1296758597414,15,5,1,1,1
